Date, Race, Distance, Ascent, Venue, Country, Region, Distance (mil), Climb (m), Gmap, Web
Sun 26th Mar 2017 at 10:30,Don Morrison Memorial Edale Skyline,34km / 21.1m,1373m / 4505ft,Edale Village Hall,England,Peak District,21.1,1373,53.364444 -1.815124,http://fellrunner.org.uk/races.php?id=5195 
Sun 26th Nov 2017 at 11:30,David Staff Memorial Race,6km / 3.7m,305m / 1001ft,The Kiosk Sunnyhurst Woods Darwen BB3 0LA,England,South/West Pennines,3.7,305,53.699739 -2.492220,http://fellrunner.org.uk/races.php?id=5196 
Sat 19th Aug 2017 at 13:30,Darwen Gala Catherine Dowdall Memorial,7.5km / 4.7m,283m / 928ft,Main Gala event field Borough Rd Darwen BB3 2TA,England,South/West Pennines,4.7,283,Main Gala event field Borough Rd Darwen BB3 2TA,http://fellrunner.org.uk/races.php?id=5197 
Sun 3rd Dec 2017 at 11:00,Cardington Cracker,14.5km / 9m,793m / 2602ft,Cardington Village Hall Cardington Church Stretton SY6 7JZ,England,Shropshire/Welsh Borders,9.0,793,Cardington Village Hall Cardington Church Stretton SY6 7JZ,http://fellrunner.org.uk/races.php?id=5198 
Sat 28th Oct 2017 at 11:30,Race You To The Summit,7km / 4.3m,260m / 853ft,Summit Inn A6033 Todmorden Rd Summit Littleborough OL15 9QX,England,South/West Pennines,4.3,260,Summit Inn A6033 Todmorden Rd Summit Littleborough OL15 9QX,http://fellrunner.org.uk/races.php?id=5199 
Wed 17th May 2017 at 19:00,Latrigg,4.8km / 3m,290m / 951ft,Fitz Park Sports Pavilion Keswick,England,Lake District,3.0,290,Fitz Park Sports Pavilion Keswick,http://fellrunner.org.uk/races.php?id=5200 
Tue 23rd May 2017 at 19:30,Totley Moor,8.3km / 5.2m,440m / 1444ft,Cricket Inn Totley S17 3AZ,England,Peak District,5.2,440,Cricket Inn Totley S17 3AZ,http://fellrunner.org.uk/races.php?id=5201 
Sat 16th Sep 2017 at 11:00,St  Boniface Fell,3.9km / 2.4m,235m / 771ft,St Catherines School Grove Road Ventnor IOW PO38 1TT,England,South East,2.4,235,50.595418 -1.207337,http://fellrunner.org.uk/races.php?id=5202 
Sun 17th Sep 2017 at 10:30,Wroxall Round,21.1km / 13.1m,487m / 1598ft,St Catherines School Grove Road Ventnor IOW PO38 1TT,England,South East,13.1,487,50.595418 -1.207337,http://fellrunner.org.uk/races.php?id=5203 
Sat 16th Sep 2017 at 15:00,Ventnor Horseshoe,12km / 7.5m,443m / 1453ft,St Catherines School Grove Road Ventnor IOW PO38 1TT,England,South East,7.5,443,50.595418 -1.207337,http://fellrunner.org.uk/races.php?id=5204 
Tue 20th Jun 2017 at 19:30,Riber Run,6.8km / 4.2m,305m / 1001ft,Lea Green Matlock DE4 5GJ,England,Peak District,4.2,305,Lea Green Matlock DE4 5GJ,http://fellrunner.org.uk/races.php?id=5205 
Fri 3rd Mar 2017 at 23:00,High Peak Marathon,67km / 41.6m,1645m / 5397ft,Edale Village Hall,England,Peak District,41.6,1645,53.364444 -1.815124,http://fellrunner.org.uk/races.php?id=5206 
Tue 25th Apr 2017 at 19:00,Orchan Rocks,5.4km / 3.4m,280m / 919ft,Staff of Life pub 550 Burnley Rd Todmorden OL14 8JF,England,South/West Pennines,3.4,280,Staff of Life pub 550 Burnley Rd Todmorden OL14 8JF,http://fellrunner.org.uk/races.php?id=5207 
Sat 9th Dec 2017 at 11:00,Vocation Mytholmroyd,10km / 6.2m,411m / 1348ft,Caldene Ave Mytholmroyd Halifax HX7 5AF,England,South/West Pennines,6.2,411,Caldene Ave Mytholmroyd Halifax HX7 5AF,http://fellrunner.org.uk/races.php?id=5208 
Sun 8th Oct 2017 at 11:00,Mendip Muddle,20.3km / 12.6m,488m / 1601ft,Charterhouse Centre Charterhouse Blagdon Bristol BS40 7XR,England,South West,12.6,488,Charterhouse Centre Charterhouse Blagdon Bristol BS40 7XR,http://fellrunner.org.uk/races.php?id=5209 
Fri 30th Jun 2017 at 19:00,Kirkby Stephen Sports,4km / 2.5m,110m / 361ft,Upper Eden Rugby Club CA17 4TF,England,York. Dales,2.5,110,54.470453 -2.354855,http://fellrunner.org.uk/races.php?id=5210 
Sun 13th Aug 2017 at 10:30,Boulsworth Fell,10.5km / 6.5m,300m / 984ft,Race Field (opposite showground) Keighley Road Trawden BB8 8RR,England,South/West Pennines,6.5,300,Race Field (opposite showground) Keighley Road Trawden BB8 8RR,http://fellrunner.org.uk/races.php?id=5211 
Sat 8th Jul 2017 at 11:00,Wasdale,34km / 21.1m,2750m / 9022ft,Brackenclose Wasdale,England,Lake District,21.1,2750,Brackenclose Wasdale,http://fellrunner.org.uk/races.php?id=5212 
Sat 8th Jul 2017 at 13:30,Half Manx Marathon,21.5km / 13.4m,1200m / 3937ft,St Johns,England,Isle of Man,13.4,1200,St Johns,http://fellrunner.org.uk/races.php?id=5213 
Sat 8th Apr 2017 at 14:00,Wardle Skyline,11.3km / 7m,381m / 1250ft,Wardle Square off A58 Rochdale/Littleborough Rd,England,South/West Pennines,7.0,381,Wardle Square off A58 Rochdale/Littleborough Rd,http://fellrunner.org.uk/races.php?id=5214 
Sat 4th Nov 2017 at 13:00,Shepherds Skyline,10km / 6.2m,350m / 1148ft,Shepherds Rest Inn Lumbutts Rd Todmorden,England,South/West Pennines,6.2,350,Shepherds Rest Inn Lumbutts Rd Todmorden,http://fellrunner.org.uk/races.php?id=5215 
Sat 16th Sep 2017 at 13:00,Scafell Pike,7.2km / 4.5m,914m / 2999ft,Wasdale Head campsite,England,Lake District,4.5,914,Wasdale Head campsite,http://fellrunner.org.uk/races.php?id=5216 
Fri 4th Aug 2017 at 19:00,Salt Cellar,10.9km / 6.8m,486m / 1594ft,Fairholmes Car Park Derwent Bamford S33 0AQ,England,Peak District,6.8,486,53.400262 -1.741275,http://fellrunner.org.uk/races.php?id=5217 
Sun 5th Nov 2017 at 09:00,Peak Raid 3 - Round 2 Of 4,Unknown,Unknown,Peak District exact location 1 month beforehand,England,Peak District,0.0,0,Peak District exact location 1 month beforehand,http://fellrunner.org.uk/races.php?id=5218 
Sun 19th Nov 2017 at 09:00,Peak Raid 3 - Round 3 Of 4,Unknown,Unknown,Peak District exact location 1 month beforehand,England,Peak District,0.0,0,Peak District exact location 1 month beforehand,http://fellrunner.org.uk/races.php?id=5219 
Sun 10th Dec 2017 at 09:00,Peak Raid 3 - Round 4 Of 4,Unknown,Unknown,Peak District exact location 1 month beforehand,England,Peak District,0.0,0,Peak District exact location 1 month beforehand,http://fellrunner.org.uk/races.php?id=5220 
Sun 12th Nov 2017 at 11:30,Leg It Round Lathkil,11.5km / 7.1m,290m / 951ft,Lathkil Hotel Over Haddon Bakewell DE45 1JE,England,Peak District,7.1,290,Lathkil Hotel Over Haddon Bakewell DE45 1JE,http://fellrunner.org.uk/races.php?id=5221 
Sun 21st May 2017 at 11:00,Lantern Pike Dash,2km / 1.2m,200m / 656ft,Lantern Pike Inn Little Hayfield SK22 2NG,England,Peak District,1.2,200,Lantern Pike Inn Little Hayfield SK22 2NG,http://fellrunner.org.uk/races.php?id=5222 
Sun 9th Jul 2017 at 14:30,Cosdon,5.2km / 3.2m,315m / 1033ft,Belstone Village Green,England,South West,3.2,315,50.724707 -3.956550,http://fellrunner.org.uk/races.php?id=5223 
Sat 29th Apr 2017 at 12:30,Coniston,14km / 8.7m,1065m / 3494ft,Coniston Institute,England,Lake District,8.7,1065,Coniston Institute,http://fellrunner.org.uk/races.php?id=5224 
Sat 27th May 2017 at 14:15,Hutton Roof Crags,11.3km / 7m,397m / 1302ft,Hutton Roof Village Hall Kirkby Lonsdale LA6 2PG,England,Lake District,7.0,397,54.201347 -2.660661,http://fellrunner.org.uk/races.php?id=5225 
Wed 14th Jun 2017 at 19:15,Holcombe Two Towers,6.5km / 4m,400m / 1312ft,Hare & Hounds BL0 9SA on A676 3m NNW of Bury,England,South/West Pennines,4.0,400,53.633768 -2.335686,http://fellrunner.org.uk/races.php?id=5226 
Thu 1st Jun 2017 at 19:30,Henderson's End,12km / 7.5m,426m / 1398ft,Rivington Hall Barn,England,South/West Pennines,7.5,426,53.625761 -2.554863,http://fellrunner.org.uk/races.php?id=5227 
Thu 1st Jun 2017 at 19:30,Ingleton Scenery,7.5km / 4.7m,270m / 886ft,Ingleton,England,York. Dales,4.7,270,54.171684 -2.470241,http://fellrunner.org.uk/races.php?id=5228 
Sun 25th Jun 2017 at 11:00,Great Bakewell Pudding Race,10.4km / 6.5m,200m / 656ft,Recreation Ground Bakewell DE45 1EP,England,Peak District,6.5,200,Recreation Ground Bakewell DE45 1EP,http://fellrunner.org.uk/races.php?id=5229 
Thu 8th Jun 2017 at 19:30,Kettlewell Anniversary,8km / 5m,550m / 1804ft,Kettlewell (near bridge),England,York. Dales,5.0,550,54.145631 -2.052018,http://fellrunner.org.uk/races.php?id=5230 
Sat 17th Jun 2017 at 15:15,Peter Brinsley Bosley Fete,7.5km / 4.7m,250m / 820ft,Bosley Village School SK11 0NX,England,Peak District,4.7,250,53.188344 -2.124172,http://fellrunner.org.uk/races.php?id=5231 
Sat 4th Mar 2017 at 13:00,Jarrett's Jaunt,7.2km / 4.5m,457m / 1499ft,Wath Brow Bridge West Cumbria,England,Lake District,4.5,457,Wath Brow Bridge West Cumbria,http://fellrunner.org.uk/races.php?id=5232 
Sat 21st Oct 2017 at 14:30,Screes,7.9km / 4.9m,475m / 1558ft,The Strands Inn Nether Wasdale CA20 1ET,England,Lake District,4.9,475,54.423868 -3.351658,http://fellrunner.org.uk/races.php?id=5233 
Sun 21st May 2017 at 10:30,Saddleworth Junior Races,Unknown,Unknown,Tanners Waterside Mill Greenfield Saddleworth OL3 7NH,England,South/West Pennines,0.0,0,53.530875 -1.998451,http://fellrunner.org.uk/races.php?id=5234 
Sat 28th Oct 2017 at 14:00,Buttermere Shepherd's Meet,2.5km / 1.6m,275m / 902ft,Buttermere village  NY175170,England,Lake District,1.6,275,54.542420 -3.276738,http://fellrunner.org.uk/races.php?id=5235 
Sat 18th Mar 2017 at 14:30,Middle Fell,10.6km / 6.6m,518m / 1699ft,Strands Inn Nether Wasdale Seascale CA20 1ET,England,Lake District,6.6,518,54.423850 -3.353199,http://fellrunner.org.uk/races.php?id=5236 
Wed 5th Jul 2017 at 19:00,Reston Scar Scamper,6km / 3.7m,301m / 988ft,Staveley Mill Yard next to Wheelbase/Wilfs Cafe,England,Lake District,3.7,301,Staveley Mill Yard next to Wheelbase/Wilfs Cafe,http://fellrunner.org.uk/races.php?id=5237 
Sat 24th Jun 2017,V3k Ultra,55km / 34.2m,4500m / 14764ft,Hendre Hall Bangor LL57 3YP SH6233971287,Wales,Wales,34.2,4500,Hendre Hall Bangor LL57 3YP SH6233971287,http://fellrunner.org.uk/races.php?id=5238 
Sat 24th Jun 2017,V3k Half,21km / 13m,1200m / 3937ft,Glan Dena Ogwen LL24 0EU SH659602,Wales,Wales,13.0,1200,53.122075 -4.005371,http://fellrunner.org.uk/races.php?id=5239 
Thu 10th Aug 2017 at 19:30,Border Raid ( Middletown Fell Race),6km / 3.7m,206m / 675ft,Breidden Inn Middletown Welshpool Powys SY21 8EL,Wales,Wales,3.7,206,Breidden Inn Middletown Welshpool Powys SY21 8EL,http://fellrunner.org.uk/races.php?id=5240 
Sat 1st Jul 2017 at 15:00,Border Raid Recce ( Middletown Village Show ),2.8km / 1.7m,443m / 1453ft,Penyfoel Farm Middletown Welshpool SY21 8DQ,Wales,Wales,1.7,443,Penyfoel Farm Middletown Welshpool SY21 8DQ,http://fellrunner.org.uk/races.php?id=5241 
Wed 30th Aug 2017 at 14:30,Ennerdale Show,3km / 1.9m,200m / 656ft,The Leaps Kirkland,England,Lake District,1.9,200,54.550790 -3.413060,http://fellrunner.org.uk/races.php?id=5242 
Sun 22nd Jan 2017 at 11:00,30th Cannock Chase Trig Points,27km / 16.8m,500m / 1640ft,Milford Hall Cricket Club Main Road Milford ST17 0UL,England,Midlands,16.8,500,Milford Hall Cricket Club Main Road Milford ST17 0UL,http://fellrunner.org.uk/races.php?id=5243 
Mon 29th May 2017 at 13:00,Bamford Sheepdog Trials,7.2km / 4.5m,305m / 1001ft,Bamford Recreation Ground,England,Peak District,4.5,305,Bamford Recreation Ground,http://fellrunner.org.uk/races.php?id=5244 
Wed 31st May 2017 at 19:30,Will Ramsbotham Badger Stone Relays,Unknown,Unknown,Wells Road Ilkley,England,York. Dales,0.0,0,Wells Road Ilkley,http://fellrunner.org.uk/races.php?id=5245 
Mon 29th May 2017 at 13:00,Austwick Amble,13km / 8.1m,365m / 1197ft,Austwick Village Green (Yorks Dales) LA2 8BA,England,York. Dales,8.1,365,Austwick Village Green (Yorks Dales) LA2 8BA,http://fellrunner.org.uk/races.php?id=5246 
Tue 8th Aug 2017 at 19:30,Bradwell,6km / 3.7m,230m / 755ft,Opposite Samuel Fox Inn Bradwell,England,Peak District,3.7,230,Opposite Samuel Fox Inn Bradwell,http://fellrunner.org.uk/races.php?id=5247 
Fri 11th Aug 2017 at 19:00,Bradwell Juniors,Unknown,Unknown,Bradwell Sports Club opp Samuel Fox Inn,England,Peak District,0.0,0,Bradwell Sports Club opp Samuel Fox Inn,http://fellrunner.org.uk/races.php?id=5248 
Sat 9th Sep 2017 at 15:00,Lothersdale Show,2.4km / 1.5m,122m / 400ft,Young Farmers Showground Lothersdale BD20 8HB,England,York. Dales,1.5,122,Young Farmers Showground Lothersdale BD20 8HB,http://fellrunner.org.uk/races.php?id=5249 
Sat 24th Jun 2017,Whaley Waltz,9.3km / 5.8m,274m / 899ft,Uniting Church 35 Buxton Road Whaley Bridge SK23 7HT,England,Peak District,5.8,274,Uniting Church 35 Buxton Road Whaley Bridge SK23 7HT,http://fellrunner.org.uk/races.php?id=5250 
Sat 20th May 2017 at 12:00,Buttermere Sailbeck,15km / 9.3m,1315m / 4314ft,Buttermere Village,England,Lake District,9.3,1315,54.541505 -3.278255,http://fellrunner.org.uk/races.php?id=5251 
Sat 25th Mar 2017 at 14:00,Cock Howe Juniors,Unknown,Unknown,Public car park Chop Gate south end of village TS9 7JN,England,North York Moors,0.0,0,54.386152 -1.142297,http://fellrunner.org.uk/races.php?id=5252 
Sun 29th Oct 2017 at 10:30,Grin And Bear It,25.6km / 15.9m,591m / 1939ft,Langsett Barn Langsett S36 4GY,England,Peak District,15.9,591,53.500794 -1.683378,http://fellrunner.org.uk/races.php?id=5253 
Tue 9th May 2017 at 19:15,Jack Bloor Race,8.4km / 5.2m,350m / 1148ft,Darwin Gardens Wells Road Ilkley LS29 9JS,England,York. Dales,5.2,350,53.919027 -1.823349,http://fellrunner.org.uk/races.php?id=5254 
Sun 1st Jan 2017 at 10:30,Tour De Llyn Llydaw,8.5km / 5.3m,220m / 722ft,Pen y Pass Youth Hostel LL55 4NT,Wales,Wales,5.3,220,Pen y Pass Youth Hostel LL55 4NT,http://fellrunner.org.uk/races.php?id=5255 
Sat 12th Aug 2017,Turner Landscape,17km / 10.6m,910m / 2986ft,Turner Hall Farm Seathwaite Duddon Valley Cumbria,England,Lake District,10.6,910,Turner Hall Farm Seathwaite Duddon Valley Cumbria,http://fellrunner.org.uk/races.php?id=5256 
Sat 19th Aug 2017 at 14:30,Falstone Falcon,8km / 5m,230m / 755ft,Showfield Falstone Northumberland,England,Northumberland / Durham,5.0,230,Showfield Falstone Northumberland,http://fellrunner.org.uk/races.php?id=5257 
Sat 15th Jul 2017 at 14:30,Charlesworth  & Chisworth Carnival,5.1km / 3.2m,180m / 591ft,Charlesworth Recreation Ground,England,Peak District,3.2,180,Charlesworth Recreation Ground,http://fellrunner.org.uk/races.php?id=5259 
Sat 22nd Apr 2017 at 13:00,Cribyn,8.8km / 5.5m,944m / 3097ft,Cwm Gydi Camp Brecon Beacons,Wales,Wales,5.5,944,51.912256 -3.420330,http://fellrunner.org.uk/races.php?id=5260 
Sat 6th May 2017,Preseli Beast,38km / 23.6m,1450m / 4757ft,Maenclochog Green SA66 7LA SN083274,Wales,Wales,23.6,1450,51.912066 -4.788561,http://fellrunner.org.uk/races.php?id=5261 
Sat 6th May 2017,Beast Bach,17km / 10.6m,540m / 1772ft,Maenclochog Green SA66 7LA 083274,Wales,Wales,10.6,540,Maenclochog Green SA66 7LA 083274,http://fellrunner.org.uk/races.php?id=5262 
Sat 1st Apr 2017 at 15:15,West Nab,9.5km / 5.9m,500m / 1640ft,Carlile Institute Huddersfield Road Meltham HD9 4AE,England,South/West Pennines,5.9,500,Carlile Institute Huddersfield Road Meltham HD9 4AE,http://fellrunner.org.uk/races.php?id=5263 
Sat 15th Apr 2017 at 15:00,Rivington Pike,5.2km / 3.2m,213m / 699ft,Registration at Crown Hotel Horwich from 12 noon Start/finish at Lever Park Avenue,England,South/West Pennines,3.2,213,Registration at Crown Hotel Horwich from 12 noon Start/finish at Lever Park Avenue,http://fellrunner.org.uk/races.php?id=5264 
Sun 6th Aug 2017 at 10:30,Brecon Beacons,30.6km / 19m,1372m / 4501ft,Parking below Talybont Reservoir Dam LD3 7YS,Wales,Wales,19.0,1372,51.880361 -3.301644,http://fellrunner.org.uk/races.php?id=5265 
Sun 27th Aug 2017 at 16:00,Grasmere Senior Guides Race,2.5km / 1.6m,270m / 886ft,Sports Arena Grasmere,England,Lake District,1.6,270,Sports Arena Grasmere,http://fellrunner.org.uk/races.php?id=5266 
Sat 1st Apr 2017 at 14:00,Pendle,7.3km / 4.5m,457m / 1499ft,Barley Village Hall Barley Burnley,England,South/West Pennines,4.5,457,Barley Village Hall Barley Burnley,http://fellrunner.org.uk/races.php?id=5267 
Sun 2nd Jul 2017 at 13:00,Cancelled - Fountains,13.6km / 8.4m,358m / 1175ft,Waterhouses BD24 9PT,England,York. Dales,8.4,358,54.100583 -2.171239,http://fellrunner.org.uk/races.php?id=5268 
Sat 30th Sep 2017 at 10:00,Firth,12.5km / 7.8m,436m / 1430ft,Buckden Village Field BD23 5JA,England,York. Dales,7.8,436,54.190544 -2.091920,http://fellrunner.org.uk/races.php?id=5269 
Sat 6th May 2017 at 10:00,Buckden Out Moor And Back Again,8.2km / 5.1m,472m / 1549ft,Buckden Car Park BD23 5JA,England,York. Dales,5.1,472,54.192342 -2.090392,http://fellrunner.org.uk/races.php?id=5270 
Sat 1st Jul 2017 at 10:30,Heptonstall Festival,9.5km / 5.9m,460m / 1509ft,The Cross Inn Heptonstall HX7 7NB,England,South/West Pennines,5.9,460,53.750183 -2.021194,http://fellrunner.org.uk/races.php?id=5271 
Sun 19th Mar 2017 at 10:30,Heptonstall,24.8km / 15.4m,966m / 3169ft,The Cross Inn Heptonstall HX7 7NB,England,South/West Pennines,15.4,966,53.750183 -2.021194,http://fellrunner.org.uk/races.php?id=5272 
Sat 3rd Jun 2017,Lamm - Connoisseurs Mountain Marathon,Unknown,Unknown,Scottish Highlands Exact location revealed 36hrs before event,Scotland,Scotland,0.0,0,Scottish Highlands Exact location revealed 36hrs before event,http://fellrunner.org.uk/races.php?id=5273 
Sat 20th May 2017 at 11:00,Mount Famine,8km / 5m,564m / 1850ft,Hayfield Scout Hut Swallow House Lane,England,Peak District,5.0,564,Hayfield Scout Hut Swallow House Lane,http://fellrunner.org.uk/races.php?id=5274 
Sun 3rd Sep 2017 at 10:45,Viking Chase,12.9km / 8m,457m / 1499ft,Lordstones Cafe S of Carlton in Cleveland TS9 7JH,England,North York Moors,8.0,457,54.419762 -1.193994,http://fellrunner.org.uk/races.php?id=5275 
Sun 3rd Dec 2017 at 11:00,Hayfield Santa Dash,6.5km / 4m,160m / 525ft,Hayfield Cricket Club adj Royal Hotel Market Street Hayfield Derbyshire SK22 2EP,England,Peak District,4.0,160,Hayfield Cricket Club adj Royal Hotel Market Street Hayfield Derbyshire SK22 2EP,http://fellrunner.org.uk/races.php?id=5276 
Sat 17th Jun 2017,Annual General Meeting,Unknown,Unknown,,England,Lake District,0.0,0,,http://fellrunner.org.uk/races.php?id=5277 
Sat 8th Apr 2017 at 12:00,Donard Challenge,10km / 6.2m,900m / 2953ft,Donard Park Newcastle BT33 0AA,Northern Ireland,Northern Ireland,6.2,900,Donard Park Newcastle BT33 0AA,http://fellrunner.org.uk/races.php?id=5278 
Sun 4th Jun 2017,Yomp Mountain Challenge,37km / 23m,1326m / 4350ft,Kirby Stephen Grammar School Kirby Stephen CA17 4HA,England,York. Dales,23.0,1326,Kirby Stephen Grammar School Kirby Stephen CA17 4HA,http://fellrunner.org.uk/races.php?id=5279 
Sun 24th Sep 2017 at 10:30,English Schools Fell Running Championships,Unknown,Unknown,Sedbergh School,England,South/West Pennines,0.0,0,Sedbergh School,http://fellrunner.org.uk/races.php?id=5280 
Sun 15th Oct 2017,British Relay Championships,Unknown,Unknown,Llanberis,Wales,Wales,0.0,0,Llanberis,http://fellrunner.org.uk/races.php?id=5281 
Sat 15th Jul 2017 at 12:00,International Snowdon Race,16.1km / 10m,1006m / 3300ft,High Street Llanberis,Wales,Wales,10.0,1006,53.117387 -4.120219,http://fellrunner.org.uk/races.php?id=5285 
Sat 4th Mar 2017 at 13:00,Joe Brown Shops Bwlch Maesgwm 10k,10km / 6.2m,467m / 1532ft,Electrci Mountain LLAMFF,Wales,Wales,6.2,467,Electrci Mountain LLAMFF,http://fellrunner.org.uk/races.php?id=5286 
Sun 8th Jan 2017 at 13:00,Scout Scar,8km / 5m,150m / 492ft,Scout Scar Brigsteer Rd  Kendal,England,Lake District,5.0,150,Scout Scar Brigsteer Rd  Kendal,http://fellrunner.org.uk/races.php?id=5287 
Wed 21st Jun 2017 at 19:30,Pontesbury,4.9km / 3m,354m / 1161ft,Registration at Pontesbury Sec School Bogey Lane Pontesbury SY5 0TG,England,Shropshire/Welsh Borders,3.0,354,Registration at Pontesbury Sec School Bogey Lane Pontesbury SY5 0TG,http://fellrunner.org.uk/races.php?id=5288 
Sun 21st May 2017 at 08:00,Calderdale Way Relay,80.5km / 50m,3660m / 12008ft,North Dean Woods West Vale Halifax W Yorks,England,South/West Pennines,50.0,3660,North Dean Woods West Vale Halifax W Yorks,http://fellrunner.org.uk/races.php?id=5289 
Sun 22nd Jan 2017 at 13:00,Giggleswick School,6.2km / 3.9m,135m / 443ft,Giggleswick School Giggleswick Settle BD24 0DE,England,Lake District,3.9,135,Giggleswick School Giggleswick Settle BD24 0DE,http://fellrunner.org.uk/races.php?id=5290 
Sun 12th Feb 2017 at 13:00,Barbondale,3.2km / 2m,358m / 1175ft,Barbondale Cumbria,England,Lake District,2.0,358,54.239743 -2.529320,http://fellrunner.org.uk/races.php?id=5291 
Sun 5th Feb 2017 at 13:00,Birkrigg Common,5km / 3.1m,170m / 558ft,Birkrigg Common Ulverston,England,Lake District,3.1,170,Birkrigg Common Ulverston,http://fellrunner.org.uk/races.php?id=5292 
Sat 29th Apr 2017,O M M Lite Brecon Beacons,Unknown,Unknown,Cwmdu Village Hall NP8 1SA,Wales,Wales,0.0,0,Cwmdu Village Hall NP8 1SA,http://fellrunner.org.uk/races.php?id=5293 
Sun 19th Feb 2017 at 13:00,Cunswick Scar,8km / 5m,185m / 607ft,Boundary Bank Lane Kendal LA9 5RR,England,Lake District,5.0,185,Boundary Bank Lane Kendal LA9 5RR,http://fellrunner.org.uk/races.php?id=5294 
Sun 12th Mar 2017 at 13:00,Helm Hill - Winter League,7.7km / 4.8m,365m / 1197ft,The Helm Oxenholme Rd Kendal LA9 7RF,England,Lake District,4.8,365,The Helm Oxenholme Rd Kendal LA9 7RF,http://fellrunner.org.uk/races.php?id=5295 
Sun 29th Jan 2017 at 13:00,Whitestone,6.4km / 4m,155m / 509ft,Staveley-in-Cartmel Newby Bridge,England,Lake District,4.0,155,Staveley-in-Cartmel Newby Bridge,http://fellrunner.org.uk/races.php?id=5296 
Sun 23rd Apr 2017 at 13:00,Yarlside Downhill,1.5km / 0.9m,-420m / -1378ft,Yarlside Cautley Sedbergh,England,Lake District,0.9,0,Yarlside Cautley Sedbergh,http://fellrunner.org.uk/races.php?id=5297 
Sun 26th Feb 2017 at 13:00,Sedbergh School - Winter League,6.4km / 4m,145m / 476ft,Sedbergh School Busk Pavillion Busk Lane LA10 5HF,England,Lake District,4.0,145,Sedbergh School Busk Pavillion Busk Lane LA10 5HF,http://fellrunner.org.uk/races.php?id=5298 
Sat 15th Apr 2017 at 10:30,Howgills,23km / 14.3m,2070m / 6791ft,People's Hall Howgill Lane Sedbergh LA10 5DQ,England,York. Dales,14.3,2070,People's Hall Howgill Lane Sedbergh LA10 5DQ,http://fellrunner.org.uk/races.php?id=5299 
Sun 5th Mar 2017 at 13:00,Cautley  Kendal Winter League,6.5km / 4m,663m / 2175ft,Footbridge Cross Keys Temperance Inn Cautley Sedbergh LA10 5NE,England,Lake District,4.0,663,Footbridge Cross Keys Temperance Inn Cautley Sedbergh LA10 5NE,http://fellrunner.org.uk/races.php?id=5300 
Wed 22nd Mar 2017 at 19:00,Rpmrt's Pendle Hill Night Race,9.25km / 5.7m,350m / 1148ft,Barley Picnic Spot Car Park BB12 9JT,England,South/West Pennines,5.7,350,53.858813 -2.270029,http://fellrunner.org.uk/races.php?id=5301 
Sat 8th Jul 2017 at 15:15,Baildon Canter,5km / 3.1m,152m / 499ft,Baildon Rugby Club Jenny Lane Baildon BD17 6RS,England,South/West Pennines,3.1,152,Baildon Rugby Club Jenny Lane Baildon BD17 6RS,http://fellrunner.org.uk/races.php?id=5302 
Sat 13th May 2017 at 13:00,Broughton Heights ( Inter-counties ),9.6km / 6m,600m / 1968ft,Broughton Place Farm Broughton Biggar ML12 6HJ,Scotland,Scotland,6.0,600,Broughton Place Farm Broughton Biggar ML12 6HJ,http://fellrunner.org.uk/races.php?id=5303 
Sun 4th Jun 2017 at 11:00,Pendle Cloughs,22.5km / 14m,1250m / 4101ft,Downham Clitheroe Lancs BB7 4BJ,England,South/West Pennines,14.0,1250,53.891746 -2.327103,http://fellrunner.org.uk/races.php?id=5306 
Thu 6th Jul 2017 at 19:30,Hoad Hill,2.8km / 1.7m,151m / 495ft,Ford Park Ulverston Cumbria LA12 7JP,England,Lake District,1.7,151,Ford Park Ulverston Cumbria LA12 7JP,http://fellrunner.org.uk/races.php?id=5307 
Sun 19th Mar 2017 at 13:00,Longsleddale,7.7km / 4.8m,480m / 1575ft,Docker Nook Farm Longsleddale,England,Lake District,4.8,480,Docker Nook Farm Longsleddale,http://fellrunner.org.uk/races.php?id=5308 
Thu 29th Jun 2017 at 19:00,Witton Trail Relays,3.65km / 2.3m,160m / 525ft,Witton Park Blackburn BB2 2TP,England,South/West Pennines,2.3,160,53.740094 -2.513917,http://fellrunner.org.uk/races.php?id=5309 
Mon 28th Aug 2017 at 18:45,Royal Rumble,8km / 5m,292m / 958ft,The Royal Arms Tockholes BB3 0PA,England,South/West Pennines,5.0,292,53.689770 -2.511789,http://fellrunner.org.uk/races.php?id=5310 
Sun 30th Jul 2017 at 11:00,Sabden,8.5km / 5.3m,457m / 1499ft,Sabden Village Hall BB7 9HE,England,South/West Pennines,5.3,457,53.836896 -2.335793,http://fellrunner.org.uk/races.php?id=5311 
Sat 10th Jun 2017 at 12:00,Rossendale Harriers 50th Anniversary Juniors  U21  Junior Inter-counties,Unknown,Unknown,Cowpe Institute Waterfoot Rossendale,England,South/West Pennines,0.0,0,Cowpe Institute Waterfoot Rossendale,http://fellrunner.org.uk/races.php?id=5312 
Sat 10th Jun 2017 at 12:00,Roman Wall Show,7.1km / 4.4m,189m / 620ft,Steel Rigg car park,England,North Pennines,4.4,189,Steel Rigg car park,http://fellrunner.org.uk/races.php?id=5313 
Sun 9th Apr 2017 at 13:00,Elterwater Common - Winter League,4.7km / 2.9m,396m / 1299ft,Elterwater common Langdale 332049,England,Lake District,2.9,396,Elterwater common Langdale 332049,http://fellrunner.org.uk/races.php?id=5314 
